Event	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Player\Player_Health	
	448719855	Destruction_Crystal_Destroy			\Destruction\RegionSpecific\Destruction_Crystal_Destroy	
	452547817	Stop_All			\General\Stop_All	
	808893336	UI_QuestRoll_Close			\UI\Quest Roll\UI_QuestRoll_Close	
	949395292	UI_QuestRoll_Open			\UI\Quest Roll\UI_QuestRoll_Open	
	1999886838	Destruction_Rock_Destroy			\Destruction\RegionSpecific\Destruction_Rock_Destroy	
	2199611969	UI_Inventory_Open			\UI\Inventory\UI_Inventory_Open	
	2278290679	UI_Inventory_Close			\UI\Inventory\UI_Inventory_Close	
	2453392179	Player_Footstep			\Player\Player_Footstep	
	2541270269	Destruction_VolcanicBoulder_Impact			\Destruction\RegionSpecific\Destruction_VolcanicBoulder_Impact	
	2792117052	UI_QuestRoll_Hide			\UI\Quest Roll\UI_QuestRoll_Hide	
	3699139167	UI_QuestRoll_Show			\UI\Quest Roll\UI_QuestRoll_Show	
	3741135221	Music_Region			\Music\General\Music_Region	
	3749307760	UI_Inventory_Roll			\UI\Inventory\UI_Inventory_Roll	
	3808743129	Player_WeaponSwing			\Player\Player_WeaponSwing	
	4254124015	Destruction_Container			\Destruction\General\Destruction_Container	

Switch Group	ID	Name			Wwise Object Path	Notes
	3251833556	Player_Weapon_Type			\General\Player_Weapon_Type	
	4064446173	Surface_Type			\General\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	490825222	PickAxe	Player_Weapon_Type			
	703486095	Hammer	Player_Weapon_Type			
	765201635	Axe	Player_Weapon_Type			
	2454616260	Sword	Player_Weapon_Type			
	3732162827	Dagger	Player_Weapon_Type			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2106907484	Music_Regions			\MusicStates\Music_Regions	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Music_Regions			
	748895195	None	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			

Custom State	ID	Name	State Group	Owner		Notes
	162699136	WwizardHouse	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	198985428	Dungeon	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	406729588	Woodlands	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	515754794	Silent	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	616098273	Desert	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	968260294	Nowhere	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		
	1010497842	Cave	Music_Regions	\Master-Mixer Hierarchy\Default Work Unit\Master Audio Bus		

Game Parameter	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Default Work Unit\Player_Health	
	1333239961	MenuSlider_Master_Volume			\Gameplay\MenuSlider_Master_Volume	
	2642438544	MenuSlider_Music_Volume			\Gameplay\MenuSlider_Music_Volume	

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5829142	BAS_Impact_Sword_SurfaceType_Stone	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Stone		115320
	39800449	BAS_Player_Footstep_rubble_run_02	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rubble\BAS_Player_Footstep_rubble_run_02		25424
	66083393	BAS_Player_Footstep_dirt_run_06	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt\BAS_Player_Footstep_dirt_run_06		25896
	88482436	BAS_Player_Footstep_grass_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass\BAS_Player_Footstep_grass_run_01		26724
	105177777	BAS_Inventory_Open	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\UI\BAS_Inventory_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Inventory_Open		45368
	108977001	BAS_Player_Footstep_grass_run_05	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass\BAS_Player_Footstep_grass_run_05		23238
	109536038	BAS_Impact_Hammer_SurfaceType_Crate	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Hammer_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Hammer\BAS_Impact_Hammer_SurfaceType_Crate		46976
	112798323	BAS_Player_Footstep_dirt_run_03	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt\BAS_Player_Footstep_dirt_run_03		26464
	133270738	BAS_Player_Footstep_grass_run_06	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass\BAS_Player_Footstep_grass_run_06		25896
	158148398	BAS_Impact_Dagger_SurfaceType_Stone	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Dagger\BAS_Impact_Dagger_SurfaceType_Stone		25152
	166565753	BAS_Player_Footstep_sand_run_03	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand\BAS_Player_Footstep_sand_run_03		29132
	180222514	BAS_Impact_Sword_SurfaceType_Crate	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Crate		61798
	200956340	BAS_Player_Footstep_wood_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Wood\BAS_Player_Footstep_wood_run_01		26724
	226421472	BAS_Impact_Dagger_SurfaceType_Leaves	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Dagger\BAS_Impact_Dagger_SurfaceType_Leaves		34472
	232859923	BAS_Player_Footstep_stone_run_03	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_03		26464
	239867524	BAS_Player_Footstep_dirt_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt\BAS_Player_Footstep_dirt_run_01		26724
	299828407	BAS_Player_Footstep_grass_run_04	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass\BAS_Player_Footstep_grass_run_04		26088
	313184151	BAS_Impact_PickAxe_SurfaceType_Barrel	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_PickAxe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\PickAxe\BAS_Impact_PickAxe_SurfaceType_Barrel		38898
	336618900	BAS_Player_Footstep_wood_run_02	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Wood\BAS_Player_Footstep_wood_run_02		25424
	337460497	BAS_Impact_Dagger_SurfaceType_Grass	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Dagger\BAS_Impact_Dagger_SurfaceType_Grass		56008
	341191428	BAS_Impact_Hammer_SurfaceType_Barrel	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Hammer_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Hammer\BAS_Impact_Hammer_SurfaceType_Barrel		100650
	350129422	BAS_Impact_Dagger_SurfaceType_Barrel	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Dagger\BAS_Impact_Dagger_SurfaceType_Barrel		73384
	353267793	BAS_Impact_Sword_SurfaceType_Grass	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Grass_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Grass		72140
	358938123	BAS_Player_Footstep_stone_run_02	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_02		25424
	359347369	BAS_Impact_Axe_SurfaceType_Dirt	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Axe_SurfaceType_Dirt_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Axe\BAS_Impact_Axe_SurfaceType_Dirt		35402
	372858945	BAS_Player_Footstep_sand_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand\BAS_Player_Footstep_sand_run_01		29168
	373970747	BAS_Impact_Axe_SurfaceType_Stone	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Axe_SurfaceType_Stone_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Axe\BAS_Impact_Axe_SurfaceType_Stone		62410
	387087589	Heartbeat_Dub2	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Heartbeat\Heartbeat_Dub2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat\Beat\Dub\Heartbeat_Dub2		29544
	393369144	BAS_Player_Footstep_stone_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_01		26724
	428145438	BAS_QuestRoll_Close	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\UI\BAS_QuestRoll_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_QuestRoll_Close		112326
	431639684	Heartbeat_Dub	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Heartbeat\Heartbeat_Dub_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat\Beat\Dub\Heartbeat_Dub		29544
	450302635	BAS_Impact_Sword_SurfaceType_Leaves	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Leaves_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Leaves		127040
	457456458	BAS_Player_Footstep_stone_run_06	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_06		25896
	469385390	BAS_Impact_Sword_SurfaceType_Barrel	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Barrel		91692
	501349948	BAS_Impact_PickAxe_SurfaceType_Crate	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_PickAxe_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\PickAxe\BAS_Impact_PickAxe_SurfaceType_Crate		34914
	505922102	BAS_Player_Footstep_grass_run_02	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Grass\BAS_Player_Footstep_grass_run_02		25424
	510810541	BAS_Inventory_Close	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\UI\BAS_Inventory_Close_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Inventory_Close		46624
	530295892	BAS_Player_Footstep_sand_run_02	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Sand\BAS_Player_Footstep_sand_run_02		26926
	544381208	BAS_Player_Footstep_wood_run_05	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Wood\BAS_Player_Footstep_wood_run_05		23238
	560196472	Heartbeat_Lub2	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Heartbeat\Heartbeat_Lub2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat\Beat\Lub\Heartbeat_Lub2		29544
	580008885	BAS_Player_Footstep_stone_run_04	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_04		26088
	607316801	Heartbeat_Lub	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Heartbeat\Heartbeat_Lub_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat\Beat\Lub\Heartbeat_Lub		29544
	613994073	BAS_Player_Footstep_dirt_run_04	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Dirt\BAS_Player_Footstep_dirt_run_04		26088
	653702755	BAS_Player_Footstep_rubble_run_01	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rubble\BAS_Player_Footstep_rubble_run_01		26724
	664628604	BAS_Player_Footstep_rubble_run_04	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Rubble\BAS_Player_Footstep_rubble_run_04		26088
	673198404	BAS_Impact_Dagger_SurfaceType_Crate	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Dagger_SurfaceType_Crate_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Dagger\BAS_Impact_Dagger_SurfaceType_Crate		54144
	681035229	BAS_Player_Footstep_stone_run_05	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Stone\BAS_Player_Footstep_stone_run_05		23238
	720014011	BAS_Inventory_Scroll	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\UI\BAS_Inventory_Scroll_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\BAS_Inventory_Scroll		53956
	725192049	BAS_Impact_Axe_SurfaceType_Barrel	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Axe_SurfaceType_Barrel_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Axe\BAS_Impact_Axe_SurfaceType_Barrel		107610
	747274787	BAS_Impact_Sword_SurfaceType_Wood	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Impacts\BAS_Impact_Sword_SurfaceType_Wood_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon_Type\Sword\BAS_Impact_Sword_SurfaceType_Wood		71868
	756817853	BAS_Player_Footstep_wood_run_04	F:\Github\AudioWwise\WwiseAudioProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Wood\BAS_Player_Footstep_wood_run_04		26088
